date,product_id,product_name,category,price,discount,units_sold,revenue,store_id,region
2023-01-10,P502,Hair Serum,Beauty,2215.1,30,53,82180.21,S01,North
2023-01-10,P205,Formal Blazer,Fashion,584.12,30,22,8995.45,S08,East
2023-01-10,P206,Summer Dress,Fashion,1980.38,15,17,28616.49,S03,East
2023-01-10,P501,Face Moisturizer,Beauty,2716.71,10,16,39120.62,S09,East
2023-01-11,P104,Smart TV 43,Electronics,14085.64,0,7,98599.48,S09,North
2023-01-11,P201,Men Casual Shirt,Fashion,677.56,0,18,12196.08,S05,West
2023-01-11,P503,Sunscreen SPF50,Beauty,698.31,25,30,15711.97,S07,West
2023-01-11,P303,Whole Wheat Flour,Grocery,69.67,15,76,4500.68,S08,East
2023-01-11,P304,Organic Honey,Grocery,664.19,10,100,59777.1,S01,North
2023-01-11,P204,Sports Shoes,Fashion,326.39,5,19,5891.34,S06,South
2023-01-11,P301,Basmati Rice 5kg,Grocery,404.15,5,56,21500.78,S09,West
2023-01-11,P401,Stainless Steel Cookware,Home,12213.52,20,25,244270.4,S05,South
2023-01-11,P204,Sports Shoes,Fashion,1801.69,10,24,38916.5,S01,North
2023-01-11,P206,Summer Dress,Fashion,4280.39,25,25,80257.31,S07,North
2023-01-12,P201,Men Casual Shirt,Fashion,4428.71,10,12,47830.07,S09,West
2023-01-12,P305,Green Tea Pack,Grocery,580.35,20,70,32499.6,S03,South
2023-01-12,P302,Sunflower Oil 1L,Grocery,528.79,0,58,30669.82,S09,South
2023-01-12,P105,Tablet Z2,Electronics,62255.99,25,12,560303.91,S08,West
2023-01-12,P501,Face Moisturizer,Beauty,1180.75,0,28,33061.0,S05,South
2023-01-12,P401,Stainless Steel Cookware,Home,3921.37,0,14,54899.18,S09,South
2023-01-12,P306,Mixed Nuts 500g,Grocery,56.3,0,77,4335.1,S06,West
2023-01-12,P306,Mixed Nuts 500g,Grocery,290.4,40,80,13939.2,S02,East
2023-01-12,P103,Wireless Earbuds,Electronics,64238.14,5,8,488209.86,S07,West
2023-01-12,P206,Summer Dress,Fashion,4127.0,30,24,69333.6,S04,East
2023-01-12,P104,Smart TV 43,Electronics,62385.99,10,8,449179.13,S04,East
2023-01-12,P203,Denim Jeans,Fashion,1756.47,30,20,24590.58,S06,East
2023-01-12,P505,Body Lotion,Beauty,2572.04,10,25,57870.9,S07,West
2023-01-12,P205,Formal Blazer,Fashion,3117.25,0,16,49876.0,S06,South
2023-01-12,P301,Basmati Rice 5kg,Grocery,135.84,10,68,8313.41,S05,South
2023-01-12,P306,Mixed Nuts 500g,Grocery,96.59,0,66,6374.94,S06,South
2023-01-13,P104,Smart TV 43,Electronics,8979.07,0,8,71832.56,S04,West
2023-01-13,P104,Smart TV 43,Electronics,31751.79,15,7,188923.15,S09,East
2023-01-13,P105,Tablet Z2,Electronics,72151.78,5,9,616897.72,S08,North
2023-01-13,P103,Wireless Earbuds,Electronics,61485.85,5,7,408880.9,S04,East
2023-01-13,P305,Green Tea Pack,Grocery,782.0,20,98,61308.8,S02,South
2023-01-13,P204,Sports Shoes,Fashion,4944.67,15,28,117683.15,S02,North
2023-01-13,P303,Whole Wheat Flour,Grocery,783.14,20,84,52627.01,S06,East
2023-01-13,P406,Air Purifier,Home,9790.64,10,17,149796.79,S09,East
2023-01-13,P404,Wooden Bookshelf,Home,9198.16,15,26,203279.34,S08,North
2023-01-13,P105,Tablet Z2,Electronics,25660.84,0,7,179625.88,S05,North
2023-01-13,P304,Organic Honey,Grocery,125.77,20,102,10262.83,S04,West
2023-01-13,P203,Denim Jeans,Fashion,3525.6,0,17,59935.2,S03,West
2023-01-13,P204,Sports Shoes,Fashion,1829.55,25,26,35676.22,S10,North
2023-01-13,P106,Bluetooth Speaker,Electronics,36920.86,10,8,265830.19,S04,South
2023-01-14,P406,Air Purifier,Home,14118.22,5,32,429193.89,S04,North
2023-01-14,P306,Mixed Nuts 500g,Grocery,104.72,10,79,7445.59,S03,East
2023-01-14,P502,Hair Serum,Beauty,914.65,0,40,36586.0,S07,North
2023-01-14,P301,Basmati Rice 5kg,Grocery,707.93,30,134,66403.83,S04,North
2023-01-14,P103,Wireless Earbuds,Electronics,68726.44,25,17,876262.11,S08,North
2023-01-14,P204,Sports Shoes,Fashion,932.81,5,31,27471.25,S01,West
2023-01-14,P101,Smartphone X1,Electronics,11961.67,5,10,113635.86,S06,North
2023-01-14,P203,Denim Jeans,Fashion,1431.3,40,44,37786.32,S08,North
2023-01-14,P501,Face Moisturizer,Beauty,521.45,30,59,21535.89,S01,West
2023-01-14,P303,Whole Wheat Flour,Grocery,707.33,40,99,42015.4,S07,North
2023-01-14,P403,Wall Clock,Home,10692.59,40,43,275868.82,S05,North
2023-01-14,P305,Green Tea Pack,Grocery,284.22,0,82,23306.04,S04,South
2023-01-14,P505,Body Lotion,Beauty,2944.56,15,32,80092.03,S08,East
2023-01-14,P202,Women Kurti,Fashion,2201.1,20,28,49304.64,S02,North
2023-01-15,P304,Organic Honey,Grocery,785.42,40,217,102261.68,S04,North
2023-01-15,P306,Mixed Nuts 500g,Grocery,387.55,0,71,27516.05,S02,East
2023-01-15,P505,Body Lotion,Beauty,2911.94,20,56,130454.91,S02,West
2023-01-15,P305,Green Tea Pack,Grocery,736.93,5,58,40604.84,S09,East
2023-01-15,P505,Body Lotion,Beauty,2403.66,0,35,84128.1,S09,North
2023-01-15,P502,Hair Serum,Beauty,598.14,20,41,19618.99,S04,East
2023-01-15,P206,Summer Dress,Fashion,4503.05,25,46,155355.23,S02,West
2023-01-15,P204,Sports Shoes,Fashion,522.04,5,29,14382.2,S06,North
2023-01-15,P302,Sunflower Oil 1L,Grocery,440.29,20,121,42620.07,S10,West
2023-01-15,P202,Women Kurti,Fashion,1805.16,0,24,43323.84,S09,West
2023-01-15,P202,Women Kurti,Fashion,2379.5,25,41,73169.62,S02,West
2023-01-15,P103,Wireless Earbuds,Electronics,18101.48,0,8,144811.84,S04,East
2023-01-16,P504,Lipstick Set,Beauty,2762.03,0,36,99433.08,S02,West
2023-01-16,P105,Tablet Z2,Electronics,12604.51,30,7,61762.1,S08,North
2023-01-16,P205,Formal Blazer,Fashion,1847.57,40,30,33256.26,S01,South
2023-01-16,P402,Cotton Bedsheet,Home,11547.72,20,24,221716.22,S10,South
2023-01-16,P203,Denim Jeans,Fashion,2425.24,5,19,43775.58,S03,East
2023-01-16,P204,Sports Shoes,Fashion,3281.77,10,18,53164.67,S02,East
2023-01-16,P204,Sports Shoes,Fashion,1051.09,15,16,14294.82,S09,North
2023-01-16,P406,Air Purifier,Home,5959.96,15,26,131715.12,S06,North
2023-01-16,P202,Women Kurti,Fashion,4266.52,15,27,97916.63,S08,South
2023-01-16,P302,Sunflower Oil 1L,Grocery,537.51,20,53,22790.42,S06,East
2023-01-17,P105,Tablet Z2,Electronics,62729.88,5,7,417153.7,S08,West
2023-01-17,P202,Women Kurti,Fashion,1897.61,0,20,37952.2,S05,North
2023-01-17,P303,Whole Wheat Flour,Grocery,574.49,30,100,40214.3,S09,North
2023-01-17,P204,Sports Shoes,Fashion,4250.52,20,23,78209.57,S05,North
2023-01-17,P505,Body Lotion,Beauty,2924.57,0,20,58491.4,S07,South
2023-01-17,P206,Summer Dress,Fashion,4882.38,0,16,78118.08,S08,West
2023-01-17,P205,Formal Blazer,Fashion,4665.71,5,15,66486.37,S03,West
2023-01-17,P102,Laptop Pro,Electronics,52097.89,20,9,375104.81,S05,South
2023-01-17,P403,Wall Clock,Home,5660.78,5,17,91421.6,S02,North
2023-01-18,P205,Formal Blazer,Fashion,3932.33,5,20,74714.27,S02,North
2023-01-18,P402,Cotton Bedsheet,Home,804.86,0,18,14487.48,S05,South
2023-01-18,P106,Bluetooth Speaker,Electronics,14796.88,5,5,70285.18,S03,East
2023-01-18,P502,Hair Serum,Beauty,2615.06,40,53,83158.91,S06,West
2023-01-18,P302,Sunflower Oil 1L,Grocery,159.6,15,82,11124.12,S10,North
2023-01-18,P501,Face Moisturizer,Beauty,725.65,0,33,23946.45,S01,East
2023-01-18,P501,Face Moisturizer,Beauty,2422.38,0,27,65404.26,S02,North
2023-01-18,P502,Hair Serum,Beauty,376.08,0,28,10530.24,S06,South
2023-01-18,P103,Wireless Earbuds,Electronics,21916.22,10,13,256419.77,S04,West
2023-01-18,P506,Perfume 100ml,Beauty,410.35,0,15,6155.25,S07,South
2023-01-18,P503,Sunscreen SPF50,Beauty,1736.84,30,32,38905.22,S07,West
2023-01-18,P303,Whole Wheat Flour,Grocery,517.36,10,76,35387.42,S08,South
2023-01-18,P301,Basmati Rice 5kg,Grocery,715.46,0,73,52228.58,S06,West
2023-01-18,P205,Formal Blazer,Fashion,880.41,40,34,17960.36,S04,North
2023-01-18,P201,Men Casual Shirt,Fashion,4104.89,0,17,69783.13,S10,East
2023-01-18,P404,Wooden Bookshelf,Home,5676.86,5,16,86288.27,S03,North
2023-01-19,P306,Mixed Nuts 500g,Grocery,623.9,25,75,35094.38,S09,South
2023-01-19,P401,Stainless Steel Cookware,Home,3887.08,20,15,46644.96,S09,South
2023-01-19,P103,Wireless Earbuds,Electronics,21971.7,5,8,166984.92,S06,East
2023-01-19,P105,Tablet Z2,Electronics,75331.44,10,9,610184.66,S02,West
2023-01-19,P501,Face Moisturizer,Beauty,460.04,40,28,7728.67,S03,East
2023-01-19,P501,Face Moisturizer,Beauty,480.07,10,21,9073.32,S08,East
2023-01-19,P405,LED Desk Lamp,Home,3980.75,0,13,51749.75,S09,North
2023-01-20,P406,Air Purifier,Home,4152.39,25,21,65400.14,S03,East
2023-01-20,P202,Women Kurti,Fashion,4212.99,0,16,67407.84,S05,East
2023-01-20,P102,Laptop Pro,Electronics,13738.6,5,9,117465.03,S06,West
2023-01-20,P105,Tablet Z2,Electronics,19440.26,5,7,129277.73,S09,East
2023-01-20,P501,Face Moisturizer,Beauty,1429.74,5,27,36672.83,S03,South
2023-01-20,P202,Women Kurti,Fashion,3750.16,25,19,53439.78,S03,South
2023-01-20,P302,Sunflower Oil 1L,Grocery,133.39,5,67,8490.27,S03,West
2023-01-21,P204,Sports Shoes,Fashion,3931.02,15,20,66827.34,S05,West
2023-01-21,P106,Bluetooth Speaker,Electronics,36656.51,0,11,403221.61,S02,West
2023-01-21,P306,Mixed Nuts 500g,Grocery,117.47,25,137,12070.04,S06,South
2023-01-21,P205,Formal Blazer,Fashion,3592.14,25,36,96987.78,S06,West
2023-01-21,P104,Smart TV 43,Electronics,62545.41,5,12,713017.67,S04,North
2023-01-21,P503,Sunscreen SPF50,Beauty,1911.88,40,49,56209.27,S01,South
2023-01-21,P404,Wooden Bookshelf,Home,9008.71,0,24,216209.04,S02,East
2023-01-21,P202,Women Kurti,Fashion,3786.24,15,27,86894.21,S07,South
2023-01-21,P105,Tablet Z2,Electronics,19322.36,0,9,173901.24,S02,North
2023-01-21,P203,Denim Jeans,Fashion,2325.73,5,31,68492.75,S05,West
2023-01-21,P503,Sunscreen SPF50,Beauty,2196.37,25,53,87305.71,S04,West
2023-01-21,P503,Sunscreen SPF50,Beauty,2007.53,10,48,86725.3,S01,West
2023-01-21,P106,Bluetooth Speaker,Electronics,9776.97,5,11,102169.34,S08,East
2023-01-21,P201,Men Casual Shirt,Fashion,2169.67,10,35,68344.6,S10,North
2023-01-21,P303,Whole Wheat Flour,Grocery,96.59,30,85,5747.1,S08,East
2023-01-21,P501,Face Moisturizer,Beauty,2394.9,0,35,83821.5,S09,West
2023-01-21,P203,Denim Jeans,Fashion,3997.46,25,29,86944.76,S05,East
2023-01-22,P506,Perfume 100ml,Beauty,1331.68,0,33,43945.44,S03,West
2023-01-22,P302,Sunflower Oil 1L,Grocery,703.85,5,113,75558.3,S02,North
2023-01-22,P502,Hair Serum,Beauty,1388.31,25,39,40608.07,S09,South
2023-01-22,P206,Summer Dress,Fashion,1487.65,0,33,49092.45,S05,North
2023-01-22,P403,Wall Clock,Home,13686.75,0,16,218988.0,S02,South
2023-01-22,P506,Perfume 100ml,Beauty,1314.01,0,44,57816.44,S06,North
2023-01-22,P303,Whole Wheat Flour,Grocery,692.01,10,72,44842.25,S05,East
2023-01-22,P302,Sunflower Oil 1L,Grocery,241.86,40,138,20026.01,S05,West
2023-01-22,P502,Hair Serum,Beauty,2564.09,10,38,87691.88,S04,East
2023-01-22,P202,Women Kurti,Fashion,746.13,10,18,12087.31,S03,North
2023-01-22,P304,Organic Honey,Grocery,456.08,40,143,39131.66,S04,West
2023-01-22,P304,Organic Honey,Grocery,535.63,30,181,67864.32,S02,West
2023-01-22,P401,Stainless Steel Cookware,Home,11549.26,20,30,277182.24,S06,East
2023-01-22,P502,Hair Serum,Beauty,1631.9,20,49,63970.48,S04,South
2023-01-22,P406,Air Purifier,Home,3088.35,30,30,64855.35,S01,East
2023-01-22,P402,Cotton Bedsheet,Home,7941.1,0,28,222350.8,S02,South
2023-01-22,P202,Women Kurti,Fashion,3906.71,5,32,118763.98,S06,North
2023-01-22,P201,Men Casual Shirt,Fashion,3899.99,30,34,92819.76,S06,West
2023-01-23,P306,Mixed Nuts 500g,Grocery,127.65,15,105,11392.76,S01,East
2023-01-23,P205,Formal Blazer,Fashion,3272.19,40,37,72642.62,S07,North
2023-01-23,P304,Organic Honey,Grocery,291.82,0,73,21302.86,S10,West
2023-01-23,P202,Women Kurti,Fashion,2501.7,0,16,40027.2,S05,West
2023-01-23,P303,Whole Wheat Flour,Grocery,334.31,10,67,20158.89,S06,East
2023-01-23,P102,Laptop Pro,Electronics,9174.33,10,8,66055.18,S08,South
2023-01-23,P406,Air Purifier,Home,12457.85,20,22,219258.16,S03,North
2023-01-23,P302,Sunflower Oil 1L,Grocery,305.21,15,92,23867.42,S01,East
2023-01-23,P403,Wall Clock,Home,9185.82,0,20,183716.4,S02,North
2023-01-23,P205,Formal Blazer,Fashion,1661.38,25,27,33642.94,S05,South
2023-01-23,P505,Body Lotion,Beauty,2903.44,5,31,85506.31,S10,West
2023-01-23,P304,Organic Honey,Grocery,226.57,10,63,12846.52,S06,North
2023-01-23,P504,Lipstick Set,Beauty,1313.33,10,27,31913.92,S10,North
2023-01-23,P201,Men Casual Shirt,Fashion,3885.76,10,20,69943.68,S05,East
2023-01-24,P302,Sunflower Oil 1L,Grocery,160.12,25,75,9006.75,S10,East
2023-01-24,P306,Mixed Nuts 500g,Grocery,81.32,40,73,3561.82,S03,East
2023-01-24,P403,Wall Clock,Home,11519.52,10,19,196983.79,S08,South
2023-01-24,P405,LED Desk Lamp,Home,10203.88,20,22,179588.29,S02,East
2023-01-24,P203,Denim Jeans,Fashion,586.16,10,20,10550.88,S06,East
2023-01-24,P302,Sunflower Oil 1L,Grocery,577.81,10,65,33801.88,S08,North
2023-01-24,P405,LED Desk Lamp,Home,13917.42,10,23,288090.59,S10,North
2023-01-24,P505,Body Lotion,Beauty,2791.35,5,37,98115.95,S01,West
2023-01-24,P402,Cotton Bedsheet,Home,4781.22,15,18,73152.67,S03,West
2023-01-24,P105,Tablet Z2,Electronics,64690.33,0,9,582212.97,S04,South
2023-01-24,P503,Sunscreen SPF50,Beauty,2096.82,15,25,44557.43,S06,South
2023-01-24,P506,Perfume 100ml,Beauty,2565.9,0,26,66713.4,S07,South
2023-01-24,P304,Organic Honey,Grocery,140.58,10,62,7844.36,S10,South
2023-01-24,P405,LED Desk Lamp,Home,10063.27,20,13,104658.01,S05,East
